Survey Date,Itinerary Number,Additional feedback,,
2018-02-02 15:22:59.999998,7326177505263,"For our original on-line booking, it stated we would be contacted in 24 hours but since we were past 48, I made call to inquire. We learned we had no flight confirmation and were shocked since our itinerary had our chosen flights shown. Our email stated  ""ticketing in progress"" from our booking to phone call.  Sheila was able to handle the error and obtain the confirmation in very short time.  She forwarded email to us immediately assuring the flights.  August 31 is our 50th wedding anniversary so you understand how meaningful this trip is to us!",,
2018-02-02 16:41:59.999997,7319112909976,"One call, short wait time, issue resolved and credit received exactly as the agent stated.",,
2018-02-02 17:17:00.000001,115239595957,I had an issue with flights and Hana went out of her way to get it resolved,,
2018-02-02 19:16:59.999998,7326426635308,"Mara, the person who helped me, was very knowledgeable and thorough. She is a true professional.",,
2018-02-03 00:04:00.000002,7326103627194,"The reps are very eager to assist you and resolve your issues to the best of their abilities.  If you're not satisfied, they'll ask a supervisor.",,
2018-02-03 01:52:59.999998,0,Checked into car rental out of Phoenix in Feb. and found the prices were much more than I could get at Hotwire.,,
2018-02-03 12:11:59.999997,7326750981678,"I reserved a car rental for March 3, 2018 to get from port Canaveral  to Orlando international airport,the guy that made my reservation put me picking up hertz astronaut avenue and dropping off the same place. When I checked my email that is when I found out he did that. I even told him we where coming back off a cruise. I called back to get it straightened out and they said they would have to cancell and redo booking. I asked I said to him price will not change. When they looked to see, it almost doubled. I said know way,it should be the same. The supervisor said they would check into it and if it was their mistake they would compensate me, and it could take up to 2 weeks. That is a long time to have to wait.",,
2018-02-03 13:39:00,7310094969220,The service rep was knowledgable.,,
2018-02-03 16:18:59.999999,7325370481691,"Every thing is set up so all you have to do is choose a place, date, and time of tavel along with great prices.",,
2018-02-03 20:12:00.000003,7322674334059,Said where I wanted To go and time frame and what chain and it was done !!!!!  I did Request a new card cause I cant Find my new one and it’s been awhile and haven’t received it yet,,
2018-02-04 10:36:00.000003,114021792571,"The person that i talked to was very nice and knowledgeable about my situation. I was a little dismayed about getting a voucher for my plane fare that i have to use by may, due to my job if i cannot go in february how do you think i can use the ticket in may? The insurance did help but i did not read the fine print. Thank you, mike.",,
2018-02-05 14:03:59.999999,7324156702916,no help with issue,,
2018-02-05 14:05:00.000004,7321486291670,"The customer service representative was extremely customer centric. She knew the value of the customer experience, as well as the understanding the value of a loyal customer.",,
2018-02-05 14:12:59.999999,7327306802446,"COST ME MORE MONEY FOR AIRLINES TICKETS THEN IF I WENT RIGHT THRU UNITED.COM,AND IT TOOK TWO PHONE CALLS TO GET TICKETS DONE,BILL TWICE,NOT HAPPY AT ALL",,
2018-02-05 16:21:00,7326901137930,Hotel manager had already agreed to CNX our reservation with no penalty so your tel rep only had to call her & confirm which he did while I was on  hold.  Quickly handled.   Thank You.,,
2018-02-05 16:25:00.000002,7326473545560,"i expected a better discount, since the price was going up. i am not a frist time traveler. so the the airlines rules of a child whom just turned 2 made the price an adult price.",,
2018-02-05 16:27:59.999999,7326931109837,"THE REP WAS VERY UNDERSTANDING OF MY SITUATION, AND WAS WILLING TO DO  WHAT WAS NEEDED TO CORRECT THE MISTAKE I HAD MADE.",,
2018-02-05 16:38:00.000004,7327275401677,Nice people helped me,,
2018-02-05 17:03:00.000003,115829377083,Had to cancel my travel plans due to a medical issue. The travel center handled everything for me. It was so much easier than I could have imagined.,,
2018-02-05 18:15:00.000003,115035024269,"It wasn't the matter of being difficult as much as it was the agent had a hard time understanding me. When he finally did understand me, he was very nice except for the fact that he never did what he promised me he was going to do. He was going to have a Supervisor call the hotel for me and then send me an email to confirm. That never happened. I do not appreciate being lied to nor do I like someone telling me what I want to hear juat to appease me.",,
2018-02-05 18:40:59.999998,7324375473798,"I was shuttled between the AARP site, the Expedia.com site and the AARP/Expedia site when I wanted to amend my reservation.  It was confusing . . . happily, it ended well.",,
2018-02-05 20:55:00.000002,7324133170628,My issue was that I needed to change my return flight and extend it by two days due to a family issue.  I had purchased travel insurance but the AARP agent could not help me find an alternative unless I paid for a full return flight ($172) and had to forfeit the value of my original return flight.  There was no asking why I had to extend my flight (my father has been diagnosed with stage 4 prostate and I needed to stay to help him get home from the hospital).  Very disappointed.,,
2018-02-05 23:23:00.000004,116583646781,The service representative spent the time and effort to see the problem to a succesful resolution.,,
2018-02-06 00:35:00.000004,7326330440186,"Needed to update reservation to leave 1 day early. 
Told hotel when I checked in. Hotel said I must call Expedia.
Called Expedia, who took overnight to negotiate with hotel, but could NOT change departure date.
Next morning, talked to hotel manager directly, who worked with Expedia to satisfy my request. Expect refund for unused day.
Had to call Both Expedia & AARP call centers each time. Confusing.
Unfortunately, my original email address went down, in the process. Was not able to update email address. Still have not received email confirmations, after initial booking.
Pleased that process worked. Many openings for improvement.",,
2018-02-06 05:03:00.000003,7325403607483,Website can be slow to change screen.,,
2018-02-06 13:00:00.000003,7323097911538,The rep. (DM I think) made it very easy to react to the airline changes.,,
2018-02-06 13:00:59.999999,7313278216806,I called and they offered help right away.,,
2018-02-06 13:16:00.000002,7327735845882,I had no trouble navigating. The format is familiar. Information is clear.,,
2018-02-06 13:45:59.999999,7326798981362,I thought the whole experience was fantastic.  She booked my reservation with ease.  Will use them for all my needs next time.,,
2018-02-06 14:06:59.999996,7327298320767,"Little wait time, representative understood the issue and corrected it in a very short period of time.",,
2018-02-06 14:39:59.999999,7327047514153,Timely,,
2018-02-06 15:06:00.000003,7327757247165,they were able to quickly answer any questions or forward the issue to someone who can without being put on top of a waiting list. They stayed with you until the problem was corrected.,,
2018-02-06 17:48:00.000003,115991894057,"A live person answered the phone, I did not have to go through numerous prompts",,
2018-02-06 18:06:00.000003,7327489938194,"The agent was very helpful, he understood the issue and offered every way to help, he took ownership of the problem and solved it.",,
2018-02-06 18:33:59.999999,7324408383350,"Nice ppl answer the phone.
In this case they gave me the Airlines phone number to book my seat on the plane trip to Copenhagen on Icelandair!",,
2018-02-06 19:12:59.999996,7327506994479,To long on phone call 45 min,,
2018-02-06 19:45:00.000003,7326476270692,My problem was handled professionally and competently. At the conclusion of the telephone call I felt very happy that my problem was resolved in a manner that was very satisfying for me.,,
2018-02-06 21:33:00.000003,7327373586703,Expedia does price gouging. The price changes while you are booking the ticket.,,
2018-02-06 22:45:00.000003,7327611496983,I made a phone call & the rep went out of her way to compare prices of hotels nearing each other where I wanted to stay. This woman was the most helpful person that I have encountered in such a while when planning my hotel accommodations for vacations.,,
2018-02-06 22:59:59.999997,7326832558833,I couldn't complete flight reservations on line.  I called and talked to a representative who then completed all for me.,,
2018-02-07 10:18:00.000003,7325141676078,Just a few minutes to wait.  Very helpful and warm person to talk to.,,
2018-02-07 12:40:59.999998,7318703664119,still awaiting solution,,
2018-02-07 12:53:00.000004,7327373467418,there was a terrible language barrier. the 1st person sounded indian and i couldn't understand her at all. the 2nd guy was spanish and it was harder to understand him. i spent 2 hours on the 1st call and the better part of 3 hours with the 2nd call and after all that i still didn't have resolution to my problem. apparently they are scripted customer service agents and they really didn't understand my problem. it was very stressful and frustrating. i probably won't use your serivices again because of this.,,
2018-02-07 14:57:00.000003,116375237547,"First it was hard to find the information about canceling a flight and car. 2nd the phone recording does not have an option for canceling a car and flight, only a flight or a hotel. 3rd the link to cancel a car goes in an endless loop, and does not allow you to cancel online, even though it says you can.",,
2018-02-07 16:30:00,115841308159,I am assume it will be easy as we booked this back in September 2017 and were suppose to have a refund per email dated 10.15.17 and it is now 2.5.18 and the refund has still not been processed. I was told by Resolution Department that the initial refund was done incorrectly and will be processed immediately. Keeping my fingers crossed that our refund of $634 comes thru.,,
2018-02-07 16:30:59.999996,7327923623670,The second gentleman I talked with was very kind and helpful,,
2018-02-07 17:53:00.000001,7327042874142,woman was knowledgeable and very efficient.  fantastic staff,,
2018-02-07 21:22:00.000002,7325006828417,"Was pleased by the help I received from all customer service reps including Dilly, Queenie, and supervisor Luc. Didn't have to wait long to speak with someone.",,
2018-02-08 00:11:59.999997,7327791199199,I had to call more than once to get someone to help me.,,
2018-02-08 11:10:00.000002,7327049103730,They were able to resolve my issue quickly and without fees,,
2018-02-08 11:46:59.999998,7324627283092,"I would have preferred to handle it online but since that did not work, using the phone rep got it done.",,
2018-02-08 15:47:00.000001,7324814125590,I wanted to cancel a car reservation and was unable to figure out how to do it online.  I called and the representative cancelled it for me.,,
2018-02-08 15:51:59.999999,116395273597,Prompt and quick service,,
2018-02-08 16:03:59.999996,115683751757,"Once the phone is answered the representative speaks clearly, listens well. is always knowledgeable, courteous, and assists me in my ""quest"".",,
2018-02-08 16:03:59.999996,7321302423695,"I did receive the reimbursement back quite quickly which is appreciated; however, there was a $50 amount that was not in the reimbursement and I replied  back to you inquiring about it, but never heard from you.  Would you please look into this and get back to me please.
Thank you.",,
2018-02-08 16:25:59.999998,7327992150019,"Because everything was stated very clearly so all you had to do is read it well and do what it said to book the trip.  Later on I contacted AARP customer service to help me with finding my itinerary on their website which I seemed to have trouble with, and she was very gracious and helpful.",,
2018-02-08 16:30:59.999996,0,When working with the representative not very forthcoming with crucial info to help make the decision to book. Eg. did not tell us the difference between basic economy vs economy   This is after we shared that we had a child with us,,
2018-02-08 16:43:59.999998,7328176210745,The young lady Cindy was a great help!!,,
2018-02-08 17:42:00,7326767277330,The representative was patient and very helpful.,,
2018-02-08 18:04:59.999998,7292067797240,"The issue was difficult, not the interaction with the agent.   She was very conscientious and stayed with me throughout the problem resolution.",,
2018-02-08 18:15:00.000003,7320494773082,"My call was answered quickly, the agent was friendly, & solved my issue nicely.",,
2018-02-09 11:33:59.999996,7327127151996,The difference was the customer service representative that I spoke with. He was very engaging and patient. He listened to my concerns and addressed the issues right away. He knew his job and was able to guide me to the web location and help me with my request. Great Customer Service is the key ingredient in all satisfied customer relations.,,
2018-02-09 11:57:00.000003,7328123040974,Knowledgeable,,
2018-02-09 15:24:00.000003,7313138815916,I explained I was checking out early and the agent was very attentive and followed up to ensure I was credited properly.,,
2018-02-09 17:30:00.000003,7326742634734,"I needed to cancel my reservation for a hotel room in Dallas due to my husband contracting the flu.
The policy of the Hyatt Place was not to give a refund. However, the customer service person contacted the hotel on my behalf and was able to secure the refund. I appreciate the courtesy of AARP and their staff to assist when the need arrives.",,
2018-02-09 17:37:59.999998,7324281764193,I made some Airline reservations to Florida by accident I had myself returning on a Monday when in fact I really wanted to return on a Tuesday I realized I had made the mistake as soon as I got off the phone I called back immediately and I was able to rectify the situation very easily and I was very grateful for that I will note that my credit card had not been charged.,,
2018-02-09 17:48:59.999999,7319671824718,"We reserved a rental car from Budget through your service.  When we arrived at the airport, the rental company had no cars available.  We were forced to rent a car from a competitor (Enterprise)at a higher rate than we had reserved with your service.  I inquired from you associate whom I talked to on the phone if there was anything that could be done to compensate me for the extra money I had to pay for the car rental.  Your associate contacted Budget, but since the car was only reserved and no monies were charged to me, Budget did nothing.  Your associate, after placing me on hold, inquired if Expedia could do anything for me.  I was transferred to another person who basically said it wasn't Expedia's fault and there was nothing you could do.

My position is that I am a loyal customer, who suffered because of one of the car rental companies you use.  Something should have been done.  I have many choices of of companies to use to book trips.  Why would I stay with a company that could not help me when things went wrong?  I would rather deal with a company that has excellent customer service when something goes wrong than to save a couple of dollars on flights, hotel rental, or car rentals.    

Despite the fact that my inconvenience was not Expedia's fault, you may have lost a loyal customer.",,
2018-02-09 17:50:00.000004,7328151532974,The rep was awesome,,
2018-02-09 20:08:59.999997,7314945115010,"I wanted to shorten my stay by one night at a hotel.  After almost 30 minutes on the phone, with multiple people, all they could come up with was to cancel and rebook, which would have more than doubled the price.

This is not acceptable, so I won't be using Expedia anymore.",,
2018-02-09 20:10:00.000002,7327905790399,"At the time, I could not find my email explaining how to cancel my auto reservation.  I went online and found it fairly easy to contact a representative.  It was easy to cancel and I explained why I canceled.  Quick and easy procedure.  Thank you.",,
2018-02-09 23:28:00.000002,7328260224647,It was a simple question to get answered.,,
2018-02-10 08:55:59.999998,7327724466864,"Had to change pickup airport. I was quoted a price of $220.25 from the original  $189.25 I has been quoted for picking up at same airport. At the airport, Budget was charging me $320.25. Your customer service was absolutely useless. They could see the quote but could not resolve the issue after over an hour at rental counter. Ended up paying $269 dealing directly with Budget. 
 I WILL NOT ONLY NEVER USE YOU AGAIN,I PLAN ON LETTING MY HUNDREDS OF FRIENDS ON SOCIAL MEDIA KNOW HOW UPSET I AM WITH YOU.",,
2018-02-10 09:27:59.999996,,I was frustrated with my inability to upgrade the seat on the airplane. So I called and canceled the flight With AARP expedia. I had to go back to the Expedia site and book it without the AARP attachment.,,
2018-02-10 09:58:00.000002,7328436766635,"I had booked a flight at the wrong time. Called CS who quickly and easily canceled that booking allowing me to rebook to desired flights.
Thanks,",,
2018-02-10 11:05:00.000004,7328158573632,You have a well trained team that met all my needs quickly.,,
2018-02-10 23:39:00.000003,7328213350633,My first order was cncl and had to resubmit it and pay again and wait for the first refund to process which tied up my spending funds,,
2018-02-11 22:07:00.000002,7327390965205,"First, the computer system was down and I was told to call back in an hour. When I called again they said to call back in 2 hrs. The agent then pretty much tell me that I didn't pay attention when I purchased my ticket, when actually it was the previous agent's fault for not noticing the fare codes were different.",,
2018-02-11 22:09:59.999999,7294246546420,No problems encountered.,,
2018-02-12 08:46:59.999998,7328215072405,"Easy to navigate. I can search by price, guest rating and proximity to town.
Quite often I need to ask the hotel a specific question andd their phone number is not on the site. I’d like to see that changed. I had to call a hotel twice on my recent trip to find out about how much snow they had, how recently and expected precipitation. Also had to find out about hot tub condition.",,
2018-02-12 08:57:00.000003,7328177393226,"they fixed the problem right away. I had to charges for one-way ticket on Delta to New Orleans and it was removed.

thanks,",,
2018-02-12 11:44:00.000001,7324094721924,"We accidentally booked our no-cancellation hotel for the wrong day.  Chris at Expedia called the hotel while I waited and corrected the date for us - no hassle.  In fact, it was a pleasant experience due to your very personable Expedia representative.  He is to be commended as a fine (telephonic) image for Expedia.",,
2018-02-12 14:48:00.000003,7327957343301,able to resolve issue with a phone call.  Car reservation needed to be changed after flight was cancelled,,
2018-02-12 14:53:59.999997,7328685856510,I was able to speak to someone quickly and they were able to resolve my issue.,,
2018-02-12 14:57:00.000003,7292883959474,Everything was smoothly handled.,,
2018-02-12 15:36:59.999996,7323509149496,The representative was very helpful and was very friendly and new what to do. She also professional.,,
2018-02-12 17:28:00.000002,7328539204362,"The agent was very helpful, but the timing and circumstances were difficult.",,
2018-02-12 17:30:59.999999,,It was easy only because I had an excellent agent who knew exactly what she was doing and how to do what I was requesting,,
2018-02-12 17:48:59.999999,7324083655006,The agent new what actions had to be taken and walked me through it.,,
2018-02-12 18:40:59.999998,7319074764543,I had very good service!,,
2018-02-12 21:45:00,7328905183352,Problem solved,,
2018-02-12 22:05:00.000001,7321257391989,"The agent I was speaking, (Mae/May) was helpful, efficient, and pleasant. She followed through with her promised phone call to update me as to the outcome of the phonemail to my hotel where the reservations were booked online. I received emails listing the cancellation details after she completed the cancellation process.  She answered all of my questions. At this time I am awaiting the refunds show up and cycle through my credit card account. The cancellation details when making the reservation held true.",,
2018-02-13 07:39:59.999996,7317937553577,The person I spoke to was very helpful and quick.,,
2018-02-13 08:19:59.999998,7328832561616,I requested the air and hotel booking #s be added to my AARP itinerary. the rep agreed and said she would e-mail a n updated itinerary. the new itinerary did not include the booking #s,,
2018-02-13 13:27:59.999999,7329326697343,"The young lady that handled my booking error was knowledgable, efficient and very pleasant.",,
2018-02-13 13:39:00,7318583429502,The AARP representative was able to take care of my concern in a very professional pleasant manner.,,
2018-02-13 13:48:00,7328909262530,Everything was handled so efficiently and the customer service representative was so friendly and seemed to go out of his way to get everything done.  I will always use AARP Travel Center for any travel or car rental.,,
2018-02-13 15:15:59.999999,7329265022182,"Great customer service!  I made an error and they immediately set out to correct it.
Kept me on the phone while they made calls to correct it, then confirmed the correction and emailed me the updated itinerary.  Saved me!",,
2018-02-13 15:18:00,7329117943912,It was easy to make the plans and if anything you just call and questions are answered,,
2018-02-13 15:20:59.999997,114839746899,"Well I spent all day Saturday Feb 10th on the phone with at least 4 different people NONE of who could speak English. All of the people told me different information. Was hung up on twice and given two different wrong phone numbers to call. I was trying to use a credit from a trip we had to cancel in 2017 due to Hurricane Harvey. We had insurance and was refunded for the hotel and transportation to and from Airport. The credit for airline was what I was trying to use to rebook a trip I was trying to reschedule. NOT ONE person told me the same thing. Ended up having to book without using the credit because was told I could not use it. United JDEJ4Z. Was told I had a credit of 392.01 a piece for my husband and I. But, was told NO flights were available when we wanted to go.. Funny I booked straight thru the same days I was trying to use thru the phone. I am so very disgusted with AARP. How many different people told me different stories and now not only will I lose my United Airline credits. I had to spend more money just to rebook. I have been a member for many years but am afraid this might be last time I will use your service and will not recommend it to my friends or family. Itinerary 7276049580764",,
2018-02-13 15:58:00.000002,7328695722763,I had a simple question  and the center rep was able to answer it quite easily. She is very courteous and patient. I appreciated her kindness.,,
2018-02-13 16:21:00,7324759872116,You were quick and answered all my questions,,
2018-02-13 17:10:00.000002,116134590495,"I booked my flights with AARP - Expedia, later the airline changed my outbound flight, resulting in a very short connection time in a very big airport. I phoned AARP - Expedia, explained my concern and the representative was able to find an alternative flight! And this only took a few minutes. Yes, very easy.",,
2018-02-13 17:24:00,7321782549814,Call me at 760 835-2245. Too much texting!,,
2018-02-13 19:54:59.999999,7329013491978,"The rate and information was same as on other sites, no discount, nothing different.",,
2018-02-13 23:32:00.000004,7328869870407,"The first customer srvice could not understand what I was saying for the person who needed a ticket as well, the result now my friend have to wait to get her itinerary for the trip back home,so last min.I was told to call the day before to rec'd that one.. Makes no sense to me",,
2018-02-14 07:59:00.000001,7328119821631,The customer service was great and they were very attentive.,,
2018-02-14 09:15:59.999999,7328627695765,"A very nice and patient gentleman took the time to explain the seating situation to me; his name was Charles. In the end, he procured a seat for me which originally it was something that would have been my responsibility.",,
2018-02-14 09:47:59.999997,7328433828019,it was difficult to navigate the automated telephone answering system to get to live agent to work out problem.,,
2018-02-14 09:56:00.000001,7328469096102,"Tried to cancel a reservation using the phone prompts, but system was unable to recognize a zip code, after a few failures in dropped me into a phone queue, an agent answered almost immediately and took care of the cancellation promptly. Agent answered all questions and I got the email confirmation of the action quickly. Unfortunately, I did not record name of agent I dealt with, he did an excellent job.",,
2018-02-14 14:30:59.999999,7324317152330,"The gentleman was very nice an polite.  He refunded my money but i feel i should not have even been in the position
To be needing a refund.  That hotel should not even be supported by your services",,
2018-02-14 14:46:59.999998,7328987551903,"The customer representative:
1-Listen to my request and make into a question anything she wanted to confirm with me before making any decision to resolve the matter
2- Did not try convicing or forcing the product in question or any other product
3- she was direct, prompt and welcoming
4- She check if I was able to cancel my reservation with out penalties, before anything else, which make me feel that she was looking out for my interest and some what cared.",,
2018-02-14 15:11:59.999997,7329496941502,Still not taken care of.  The first person really screwed things up for me money wise.  I’m pretty upset about it we can’t afford the mistake.,,
2018-02-14 15:20:00.000001,7329574798389,The representative was very friendly and completely understood my issue and took care of the issue over the phone while I was on the phone with him.,,
2018-02-14 15:20:59.999997,7328947460120,Because it was,,
2018-02-14 16:07:59.999998,7329243327433,The customer service agent understood my problem & went about cancelling my mistake & re-booked the trip with the correct information. She (Kathy) even called Frontier Airlines to cancel the air tickets & make sure there was no charge for this as I was within the 24hr. time frame.,,
2018-02-14 16:41:59.999997,7309415344380,"I needed to cancel a reservation. AARP got the facility on the line, and was able to advocate a full refund for me while I was on the phone.",,
2018-02-14 20:39:00.000003,7329040378197,Had a rep who listened to me,,
2018-02-14 20:46:59.999998,7309317651318,I could not find my car rental reservation. I gave him my email address and he found both of them immediately. He both texted and emailed me the confirmations. Easy!,,
2018-02-14 22:43:59.999998,7321656595234,manager i spoke with understood my problem and offered a solution which i accepted,,
2018-02-14 23:24:59.999996,7329076544341,"First I was told that my ticket cost was cheap enough and they would not take AARP points off. It is a good price.  Not the point. I was expecting to be able to use my AARP points. Then the next person told me I would need to go through AARP for this to happen. After I contacted AARP they sent me back to the travel center where I was informed that Expedia did not honor AARP points. They only gave discounts to AARP members which are seniors. Was just thinking what type of discount does Expedia get for people who are seniors but not members of AARP? Is it any different, better, less?",,
2018-02-15 04:03:59.999996,7287430948201,It took a couple of days out of my vacation waiting for refunds but pretty sure that it was more the hotel’s fault than expedia,,
2018-02-15 07:23:59.999997,7296661735077,the agent was very helpful and the website is easy to access,,
2018-02-15 11:44:00.000001,7320692864100,"The person was helpful, but hard to understand - needed to have him repeat several times.  He did get to a good resolution.  I wanted to change drop off time of rental car, first plan was that it would cost me more due to cancelling old and making new res.  In the end he called rental company and they said it was o.k. to do and just tell rental staff when picking up car.",,
2018-02-15 13:21:59.999996,7318479939366,"Quick answers , quick responses from customer service ,
competitive rates",,
2018-02-15 13:52:59.999998,7322103563782,"This is the second time I have ad to speak with an AARP/Expedia agent regarding my specific issue.  While it appears to be resolved, I am wondering why this problem happened in the first place.  My grandsons name was ticketed for his flight as his name appears on his passport, yet your agents tell me his name is too long can't fit it on the ticket. What? Arrangements have been made, the ticktets have been paid for and now this hiccup.  It's very stressful.",,
2018-02-15 13:59:59.999997,111968702153,"I will never will never again contact Expedia for my future travels,and further more,I will contact AARP
for my disappointment with YOU
Expedia!!!",,
2018-02-15 14:08:59.999997,7329529203672,Costumer service couldn’t understand when they talk,,
2018-02-15 16:45:00.000003,7329072715905,I spoke with 4different agents and only one spoke with clear English!,,
2018-02-15 17:08:59.999997,114065975866,"I thought I purchased travel insurance through AARP, but when I wanted to follow-up on issues, they referred me back to the airlines.",,
2018-02-15 21:36:59.999996,7329719556227,"I made a reservation for two nights at a hotel, but later needed to change it to one night.  When I called I was told that they could not change it.  I called the hotel and they said that since the reservation was made through Expedia they could not change it, but that it could be changed when I checked in.  The hotel also told me not to bother with Expedia because they could give me very good rates if I just called them directly which is what I will do next time. Making a reservation through Expedia was just a total hassle.",,
2018-02-16 12:13:59.999998,7327140230703,"Car rental reservation was not recognized at rental site (Payless @ LAX, operated by FOX rental). No record of itinerary, my name or confirmation. Had to agree to a different rental agreement with FOX, that ended up being more expensive. Also the pre-purchase collision insurance via Travel Guard (AON) was not transferable, had to make 4 additional telephone calls to deal with issue, and ended up having to cancel, and hopefully get a refund sometime in the future. VERY DISAPPOINTED in experience!!",,
2018-02-16 15:54:00,7327703327468,"My initial contact with the Travel Center was lengthy and ended with the statement that the corporate office would contact me within 72 hours. I did not hear from them for over a week so I called back. Fortunately, I was passed along to a gentleman who was tremendously helpful and resolved the issue to my complete satisfaction. Thank you very much!",,
2018-02-16 15:54:00,7327362764316,Fast and frendley service,,
2018-02-16 16:52:00.000002,7330028183704,"Your website is great--not fussy at all, but I didn't realize that I needed to create an account before using it.  I thought that my AARP membership would be sufficient and when I lost my booking because it took awhile to straighten that out, I phoned the Travel Center for help.  They helped me to create a new booking, but then I realized that I had given them the wrong return date, I had to contact them again and cancel the entire thing.  Sigh.  However, I was able to go on line and do it all myself, correctly, the next day.  (Some of us are too soon old and too late smart :-))",,
2018-02-16 17:35:00.000001,7329783320522,They were so kind,,
2018-02-16 17:44:00.000001,7328230529156,Waiting for resolution.. writing this from Honor Shea hospital..reason we could not travel. Hotel will not refund.,,
2018-02-16 20:21:00.000003,7320054336141,"I received a phone call w/ a voice message but I couldn't understand the message b/c of the sender's (male) heavy accent. Then, I received an email so I called the 800 number to see what it was for. The person (female)was very polite but also had a very strong accent. I finally figured out that our flight had been changed. When I asked the reason for the flight change, she had a very difficult time ""going off script"". To her credit, she asked if I could hold & she obtained the information that I wanted. Again, she was very polite & willing to help me until I received the information that I wanted. The call was very lengthy b/c of a few times that she asked to put me on hold. My concern was if the flight was cancelled or just our seats were transferred to another flight b/c my son & family is flying on the same flight. While talking w/ her I was able to text my son & he did get a notice that he was rebooked on the flight that we were being rebooked on. He also got a notice that the flight going was changed, but I never got that notice nor was it mentioned by the person helping me. So, I went directly to my AA page & saw the change. Now, I will also have to change the times for our car rental which I have not done yet. I know that most corporations use ESL (English as a second language) persons for their calls. I tutor ESL students! I am an advocate for them. But, in business & travel matters, it's hard to have a language barrier. It tends to be complicated enough!",,
2018-02-16 23:06:00,7329844599709,Because Jade made it very easy. She's awesome!!!,,
2018-02-17 07:39:59.999996,7329269046495,Handled quickly. Very friendly,,
2018-02-17 07:50:00.000001,116009736080,"We were given a warning about weather possibly interfering with our travel arrangements. I called the number to make changes and a lady was very helpful finding a plane a day earlier.
She let me choose a better time than I was given the first time I made arrangements. It cancelled the hotel so I was able to get a hotel that met all my needs versus the first one. Also the noise in the background I was met the first time I called to make hotel adjustments was not a factor this time.",,
2018-02-17 10:05:00.000001,7312546243862,I had wanted to add an extra day to my $360 2 day trip. One more day was going to cost me an extra $230. Too much for 1 day :-(,,
2018-02-17 10:12:59.999996,7329497983042,"I needed to cancel my reservation.  I was in my car and the website on my phone was not allowing me to navigate easily and would not go to the “cancel” page.  I called the hotel directly but they were not able to cancel since I booked through Expedia.  I needed to phone AARP Travel to cancel the reservation.  Because I was having difficulties with the website on my phone, asking for my reservation number (which is many many digits) was impossible for me to retrieve!  I was very frustrated at that point, trying to cancel for almost 15 minutes.  CSA was helpful retrieving my reservation with my phone number.",,
2018-02-17 11:44:00.000001,116001106543,Too much time spent on the phone. It was close to an hour the first time. The next time I was told they would send me my boarding passes but nothing ever came,,
2018-02-17 16:59:59.999997,7319655883891,"I was able to talk to a human and he was able to answer my questions. Also, if he wasn't sure of the answer he made the effort to contact someone who did.",,
2018-02-18 08:19:00.000002,7330031201272,They representative was knowledgeable and got me what I needed quickly.,,
2018-02-18 13:20:00.000004,7323543265913,My call was answered by a real person quickly.  I got an answer to my question quickly and was forwarded the information via text to my phone.  I barely missed a step in walking through the airport on my way to the (previously unremembered) car rental agency counter.,,
2018-02-19 14:37:59.999998,7324791456582,All it took on my end was a phone call. The customer service agent wrangled everything for me from that point.,,
2018-02-19 14:44:59.999997,7329993057926,Date was wrong. Called and they corrected the problem fast.,,
2018-02-19 16:03:00,113491469055,Representative understood my issue and went to a supervisor for the answer.,,
2018-02-19 16:11:00.000004,7319063645678,AARP was very helpful in changing my request from Payless Car Rental. The problem is that I never received a verification e-mail of the changes that were made.,,
2018-02-19 16:12:00,7328684896298,Long experience. Price issues.,,
2018-02-19 16:12:00,7330230158685,"Wow! Representative was friendly, professional and took the time to help me find a great emergency flight.",,
2018-02-19 16:57:59.999996,7330166893084,The representative understood my issue right away and took care of it. Terrific service!,,
2018-02-19 17:03:00.000003,116401939008,Qualified rep answered our questions.,,
2018-02-19 18:09:59.999996,7328045224316,The rep on the phone was able to answer all my questions n also offer some ideas on things to do,,
2018-02-19 19:54:59.999999,7324945584298,The person that I dealt with was very professional and helpful.  Did whatever was necessary to rectify the situation.,,
2018-02-19 20:08:59.999997,7301003481316,Handled quickly,,
2018-02-20 10:41:59.999997,7330063178513,one phone call and the pet issue was resolved,,
2018-02-20 11:46:59.999998,7330177117377,"First and foremost, I do not believe your representative had a full understanding of the English language. After speaking to the first rep I asked to speak to a supervisor and had the same problem. The room I booked had two queen beds, sleeps 4 for price listed $120.00. After completing the transaction I see I am charged an additional $20.00 for each of my children, I thought this was deceiving, unable to cancel without a fee, very disappointing transaction.",,
2018-02-20 14:37:59.999998,7330297801448,Does not recognize password set one week ago.  Does not send the reset password emails.  Did not send confirmation email of flight.,,
2018-02-20 15:09:00,7321947463716,The girl who helped me was so wonderful and caring . I am so sorry I can’t remember her name. She helped resolve my problem and took care of everything!,,
2018-02-20 15:11:59.999997,7328227616629,"Single phone to resolve a booking problem.  Little wait time, very friendly helpful representative.",,
2018-02-20 15:15:59.999999,7330812227430,The agent was very professional and helpful,,
2018-02-20 15:20:00.000001,7330026719980,"Had emergency problems with flight and hotel because of health emergency, and problem was resolved by a excellent CSR who you should be proud to have him an employee.  The man was excellent.",,
2018-02-20 15:36:00,7330370102751,"Checked on what i had questions on, fix a problem and answered all my questions.",,
